Course,Tee,Par,Scr,Slope,Holes
New Brighton Golf Club (NSW),Black Men,71,71,126,18
New Brighton Golf Club (NSW),Blue Men,71,70,125,18
New Brighton Golf Club (NSW),Gold Women,73,72,128,18
New Brighton Golf Club (NSW),Red Women,73,73,130,18
New South Wales Golf Club (NSW),Blue Men - Holes:1-9,36,37,141,9
New South Wales Golf Club (NSW),Blue Men - Holes:10-18,36,37.5,135,9
New South Wales Golf Club (NSW),Blue/White Men - Course:Challenge 1-9,36,36.5,140,9
New South Wales Golf Club (NSW),Blue/White Men - Course:Challenge 10-18,36,37,132,9
New South Wales Golf Club (NSW),Gold Men - Holes:1-9,36,35.5,123,9
New South Wales Golf Club (NSW),Gold Men - Holes:10-18,36,36.5,135,9
New South Wales Golf Club (NSW),White Men - Holes:1-9,36,36.5,131,9
New South Wales Golf Club (NSW),White Men - Holes:10-18,36,36.5,137,9
New South Wales Golf Club (NSW),Bronze Women - Holes:1-9,37,36,128,9
New South Wales Golf Club (NSW),Red Women - Holes:1-9,37,37.5,139,9
New South Wales Golf Club (NSW),Bronze Women - Holes:10-18,38,39,139,9
New South Wales Golf Club (NSW),Red Women - Holes:10-18,38,39,141,9
New South Wales Golf Club (NSW),M,71,72,133,18
New South Wales Golf Club (NSW),Temp Blue Par 4 Out,71,73,135,18
New South Wales Golf Club (NSW),Temp Challenge Par 5 Out,71,72,131,18
New South Wales Golf Club (NSW),Temp Gold Par 4 Out,71,71,126,18
New South Wales Golf Club (NSW),Temp Gold Par 5 Out,71,70,124,18
New South Wales Golf Club (NSW),Temp White Par 4 Out,71,72,131,18
New South Wales Golf Club (NSW),Blue Men,72,74,138,18
New South Wales Golf Club (NSW),Blue/White Men - Course:Challenge,72,74,136,18
New South Wales Golf Club (NSW),Gold Men,72,72,129,18
New South Wales Golf Club (NSW),Temp Blue Par 5 Out,72,72,133,18
New South Wales Golf Club (NSW),White Men,72,73,134,18
New South Wales Golf Club (NSW),Temp Bronze Par 4 Out,74,73,131,18
New South Wales Golf Club (NSW),Temp Red Par 4 Out,74,75,137,18
New South Wales Golf Club (NSW),Temp Red Par 5 Out,74,75,136,18
New South Wales Golf Club (NSW),Bronze Women,75,75,134,18
New South Wales Golf Club (NSW),Red Women,75,77,140,18
New South Wales Golf Club (NSW),Temp Bronze Par 5 Out,76,73,130,18
New South Wales Golf Club (NSW),Temp White Par 5 Out,76,71,129,18
Newcastle Golf Club (NSW),Black Men - Holes:1-9,35,36.5,131,9
Newcastle Golf Club (NSW),Black Men - Holes:10-18,35,37,136,9
Newcastle Golf Club (NSW),Blue Men - Holes:1-9,36,36.5,127,9
Newcastle Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,135,9
Newcastle Golf Club (NSW),Gold Men - Holes:1-9,36,35,126,9
Newcastle Golf Club (NSW),Gold Men - Holes:10-18,36,34,119,9
Newcastle Golf Club (NSW),Red Women - Holes:10-18,36,37,137,9
Newcastle Golf Club (NSW),White Men - Holes:1-9,36,36,126,9
Newcastle Golf Club (NSW),White Men - Holes:10-18,36,36.5,132,9
Newcastle Golf Club (NSW),Red Women - Holes:1-9,37,37.5,137,9
Newcastle Golf Club (NSW),Men TEMP - Course:Gold,70,67,120,18
Newcastle Golf Club (NSW),Men TEMP - Course:White,70,71,128,18
Newcastle Golf Club (NSW),Women TEMP - Course:Red,71,72,133,18
Newcastle Golf Club (NSW),Blue Men,72,74,134,18
Newcastle Golf Club (NSW),Gold Men,72,69,124,18
Newcastle Golf Club (NSW),White Men,72,73,132,18
Newcastle Golf Club (NSW),Red Women,73,74,137,18
Norfolk Island Golf Club (NSW),Blue Men - Holes:1-9,36,35,132,9
Norfolk Island Golf Club (NSW),Blue Men - Holes:10-18,36,35,131,9
Norfolk Island Golf Club (NSW),Red Women - Holes:1-9,36,35.5,119,9
Norfolk Island Golf Club (NSW),Red Women - Holes:10-18,36,35.5,117,9
Norfolk Island Golf Club (NSW),White Men - Holes:1-9,36,33,121,9
Norfolk Island Golf Club (NSW),White Men - Holes:10-18,36,33,121,9
Norfolk Island Golf Club (NSW),Yellow Men - Holes:1-9,36,34.5,130,9
Norfolk Island Golf Club (NSW),Yellow Men - Holes:10-18,36,35,132,9
Norfolk Island Golf Club (NSW),Blue Men,72,70,132,18
Norfolk Island Golf Club (NSW),Red Women,72,71,118,18
Norfolk Island Golf Club (NSW),White Men,72,66,121,18
Norfolk Island Golf Club (NSW),Yellow Men,72,70,131,18
North Ryde Golf Club (NSW),Blue Men - Holes:1-9,34,35,133,9
North Ryde Golf Club (NSW),White Men - Holes:1-9,34,34.5,129,9
North Ryde Golf Club (NSW),Yellow Men - Holes:1-9,34,33.5,127,9
North Ryde Golf Club (NSW),Blue Men - Holes:10-18,35,33.5,125,9
North Ryde Golf Club (NSW),Red Women - Holes:1-9,35,37,127,9
North Ryde Golf Club (NSW),Red Women - Holes:10-18,35,35,121,9
North Ryde Golf Club (NSW),White Men - Holes:10-18,35,33,114,9
North Ryde Golf Club (NSW),Yellow Men - Holes:10-18,35,32,109,9
North Ryde Golf Club (NSW),Yellow Women - Holes:1-9,35,36,123,9
North Ryde Golf Club (NSW),Yellow Women - Holes:10-18,35,34.5,120,9
North Ryde Golf Club (NSW),Blue Men,69,68,129,18
North Ryde Golf Club (NSW),White Men,69,67,122,18
North Ryde Golf Club (NSW),Yellow Men,69,65,118,18
North Ryde Golf Club (NSW),Red Women,70,72,124,18
North Ryde Golf Club (NSW),Yellow Women,70,71,122,18
North Turramurra Public Golf Club (NSW),Blue TEMP,68,65,116,18
North Turramurra Public Golf Club (NSW),Red TEMP,70,67,119,18
Northbridge Golf Club (NSW),Blue Men - Holes:1-9,31,31.5,111,9
Northbridge Golf Club (NSW),Green Women - Holes:1-9,31,31.5,115,9
Northbridge Golf Club (NSW),Pink Women - Holes:1-9,31,31.5,115,9
Northbridge Golf Club (NSW),Red Women - Holes:1-9,31,32,120,9
Northbridge Golf Club (NSW),White Men - Holes:1-9,31,31,112,9
Northbridge Golf Club (NSW),Yellow Men - Holes:1-9,31,30,100,9
Northbridge Golf Club (NSW),Yellow Women - Holes:1-9,31,30.5,111,9
Northbridge Golf Club (NSW),Yellow Men - Holes:10-18,32,31.5,108,9
Northbridge Golf Club (NSW),Blue Men - Holes:10-18,33,33,116,9
Northbridge Golf Club (NSW),Green Women - Holes:10-18,33,34.5,120,9
Northbridge Golf Club (NSW),Pink Women - Holes:10-18,33,34,119,9
Northbridge Golf Club (NSW),Red Women - Holes:10-18,33,34.5,122,9
Northbridge Golf Club (NSW),White Men - Holes:10-18,33,33,112,9
Northbridge Golf Club (NSW),Yellow Women - Holes:10-18,33,33.5,117,9
Northbridge Golf Club (NSW),Men TEMP - Course:Yellow,61,62,102,18
Northbridge Golf Club (NSW),Men TEMP - Course:Blue,63,64,112,18
Northbridge Golf Club (NSW),Men TEMP - Course:White,63,64,110,18
Northbridge Golf Club (NSW),Women TEMP - Course:Green,63,65,116,18
Northbridge Golf Club (NSW),Women TEMP - Course:Pink,63,64,115,18
Northbridge Golf Club (NSW),Women TEMP - Course:Red,63,65,119,18
Northbridge Golf Club (NSW),Women TEMP - Course:Yellow,63,63,112,18
Northbridge Golf Club (NSW),Yellow Men,63,62,104,18
Northbridge Golf Club (NSW),Blue Men,64,65,114,18
Northbridge Golf Club (NSW),Green Women,64,66,118,18
Northbridge Golf Club (NSW),Pink Women,64,65,117,18
Northbridge Golf Club (NSW),Red Women,64,67,121,18
Northbridge Golf Club (NSW),White Men,64,64,112,18
Northbridge Golf Club (NSW),Yellow Women,64,64,114,18
Nowra Golf and Recreation Club (NSW),Blue Men - Course:Vets 1-9,33,32.5,113,9
Nowra Golf and Recreation Club (NSW),Blue Men - Course:Composite 1-9,34,34,122,9
Nowra Golf and Recreation Club (NSW),Blue Men - Course:Composite 10-18,34,34,122,9
Nowra Golf and Recreation Club (NSW),Blue Men - Course:Vets 10-18,34,34,128,9
Nowra Golf and Recreation Club (NSW),Blue Men - Holes:1-9,34,33,121,9
Nowra Golf and Recreation Club (NSW),Blue Men - Holes:10-18,34,34,127,9
Nowra Golf and Recreation Club (NSW),Red Women - Course:Vets 1-9,34,35,122,9
Nowra Golf and Recreation Club (NSW),Red Women - Holes:1-9,35,36,129,9
Nowra Golf and Recreation Club (NSW),Red Women - Course:Composite 1-9,36,36.5,127,9
Nowra Golf and Recreation Club (NSW),Red Women - Course:Composite 10-18,36,36.5,127,9
Nowra Golf and Recreation Club (NSW),Red Women - Course:Vets 10-18,36,36.5,127,9
Nowra Golf and Recreation Club (NSW),Red Women - Holes:10-18,36,36.5,129,9
Nowra Golf and Recreation Club (NSW),Blue Men - Course:Vets,67,67,121,18
Nowra Golf and Recreation Club (NSW),Blue Men,68,67,124,18
Nowra Golf and Recreation Club (NSW),Blue Men - Course:Composite,68,68,122,18
Nowra Golf and Recreation Club (NSW),Red Women - Course:Vets,70,72,125,18
Nowra Golf and Recreation Club (NSW),Red Women,71,73,129,18
Nowra Golf and Recreation Club (NSW),Red Women - Course:Composite,72,73,127,18
Nundle Golf Club (NSW),Red Women - Holes:1-9,35,35,114,9
Nundle Golf Club (NSW),Red Women - Holes:10-18,35,35,114,9
Nundle Golf Club (NSW),White Men - Holes:1-9,35,34,109,9
Nundle Golf Club (NSW),White Men - Holes:10-18,35,34,109,9
Nundle Golf Club (NSW),Red Women,70,70,114,18
Nundle Golf Club (NSW),White Men,70,68,109,18
Nyngan Golf Club (NSW),Red Women - Holes:1-9,34,34.5,110,9
Nyngan Golf Club (NSW),Red Women - Holes:10-18,34,34.5,110,9
Nyngan Golf Club (NSW),White Men - Holes:1-9,34,34,107,9
Nyngan Golf Club (NSW),White Men - Holes:10-18,34,34,107,9
Nyngan Golf Club (NSW),Red Women,68,65,110,18
Nyngan Golf Club (NSW),White Men,68,66,107,18
Oaklands Golf Club (NSW),Red Women - Holes:1-9,36,36.5,117,9
Oaklands Golf Club (NSW),Red Women - Holes:10-18,36,36.5,117,9
Oaklands Golf Club (NSW),White Men - Holes:1-9,36,35.5,114,9
Oaklands Golf Club (NSW),White Men - Holes:10-18,36,35.5,114,9
Oaklands Golf Club (NSW),Red Women,72,73,117,18
Oaklands Golf Club (NSW),White Men,72,71,114,18
Oatlands Golf Club (NSW),Blue Men - Holes:1-9,34,34.5,121,9
Oatlands Golf Club (NSW),Green Men - Holes:1-9,34,33.5,116,9
Oatlands Golf Club (NSW),White Men - Holes:1-9,34,34,118,9
Oatlands Golf Club (NSW),Blue Men - Holes:10-18,36,36,127,9
Oatlands Golf Club (NSW),Green Men - Holes:10-18,36,35,123,9
Oatlands Golf Club (NSW),Red Women - Holes:1-9,36,36,126,9
Oatlands Golf Club (NSW),White Men - Holes:10-18,36,35.5,128,9
Oatlands Golf Club (NSW),Yellow Women - Holes:1-9,36,36,124,9
Oatlands Golf Club (NSW),Red Women - Holes:10-18,37,38,140,9
Oatlands Golf Club (NSW),Yellow Women - Holes:10-18,37,37.5,140,9
Oatlands Golf Club (NSW),Men TEMP,69,68,120,18
Oatlands Golf Club (NSW),Men TEMP - Course:Blue,69,69,121,18
Oatlands Golf Club (NSW),Men TEMP - Course:Green,69,67,117,18
Oatlands Golf Club (NSW),Blue Men,70,71,124,18
Oatlands Golf Club (NSW),Green Men,70,68,120,18
Oatlands Golf Club (NSW),White Men,70,70,123,18
Oatlands Golf Club (NSW),Women TEMP - Course:Red,71,73,130,18
Oatlands Golf Club (NSW),Women TEMP - Course:Yellow,71,72,129,18
Oatlands Golf Club (NSW),Red Women,73,74,133,18
Oatlands Golf Club (NSW),Yellow Women,73,73,132,18
Oberon Golf Club (NSW),Blue Men - Holes:1-9,34,33,109,9
Oberon Golf Club (NSW),Red Men - Holes:1-9,34,32,103,9
Oberon Golf Club (NSW),Red Women - Holes:1-9,34,34,114,9
Oberon Golf Club (NSW),Yellow Women - Holes:1-9,34,33,107,9
Oberon Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,116,9
Oberon Golf Club (NSW),Red Men - Holes:10-18,36,35.5,121,9
Oberon Golf Club (NSW),Yellow Women - Holes:10-18,37,36.5,107,9
Oberon Golf Club (NSW),Red Women - Holes:10-18,38,38,115,9
Oberon Golf Club (NSW),Blue Men,70,70,113,18
Oberon Golf Club (NSW),Red Men,70,68,112,18
Oberon Golf Club (NSW),Yellow Women,71,70,107,18
Oberon Golf Club (NSW),Red Women,72,72,115,18
Ocean Shores Country Club (NSW),Black Men - Holes:1-9,36,35,125,9
Ocean Shores Country Club (NSW),Black Men - Holes:10-18,36,35.5,130,9
Ocean Shores Country Club (NSW),Blue Men - Holes:1-9,36,36,135,9
Ocean Shores Country Club (NSW),Blue Men - Holes:10-18,36,37.5,140,9
Ocean Shores Country Club (NSW),Green Women - Holes:1-9,36,36,119,9
Ocean Shores Country Club (NSW),Green Women - Holes:10-18,36,36,128,9
Ocean Shores Country Club (NSW),Red Women - Holes:1-9,36,36,129,9
Ocean Shores Country Club (NSW),Red Women - Holes:10-18,36,37,128,9
Ocean Shores Country Club (NSW),White Men - Holes:1-9,36,35.5,132,9
Ocean Shores Country Club (NSW),White Men - Holes:10-18,36,36,130,9
Ocean Shores Country Club (NSW),Men Temp - Course:White,70,70,127,18
Ocean Shores Country Club (NSW),Women temp - Course:Red,70,69,124,18
Ocean Shores Country Club (NSW),Black Men,72,71,128,18
Ocean Shores Country Club (NSW),Blue Men,72,74,138,18
Ocean Shores Country Club (NSW),Green Women,72,72,124,18
Ocean Shores Country Club (NSW),Red Women,72,73,129,18
Ocean Shores Country Club (NSW),White Men,72,72,131,18
Orange Ex-Services Country Golf Club (NSW),Blue Men - Holes:1-9,34,33.5,113,9
Orange Ex-Services Country Golf Club (NSW),Blue Men - Holes:10-18,34,34.5,118,9
Orange Ex-Services Country Golf Club (NSW),Red Women - Holes:1-9,35,35.5,120,9
Orange Ex-Services Country Golf Club (NSW),Red Women - Holes:10-18,37,37,128,9
Orange Ex-Services Country Golf Club (NSW),Blue Men,68,68,116,18
Orange Ex-Services Country Golf Club (NSW),Red Women,72,72,124,18
Orchard Hills Golf Club (NSW),White Men - Holes:1-9,35,34.5,124,9
Orchard Hills Golf Club (NSW),White Men - Holes:10-18,35,35,126,9
Orchard Hills Golf Club (NSW),Red Women - Holes:1-9,36,36,118,9
Orchard Hills Golf Club (NSW),Red Women - Holes:10-18,36,36,119,9
Orchard Hills Golf Club (NSW),White Men,70,70,125,18
Orchard Hills Golf Club (NSW),Red Women,72,72,119,18
Pacific Dunes Golf Club (NSW),Black Men - Holes:1-9,36,37.5,133,9
Pacific Dunes Golf Club (NSW),Black Men - Holes:10-18,36,37.5,130,9
Pacific Dunes Golf Club (NSW),Blue Men - Holes:1-9,36,35.5,128,9
Pacific Dunes Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,129,9
Pacific Dunes Golf Club (NSW),Red Women - Holes:1-9,36,37,132,9
Pacific Dunes Golf Club (NSW),Red Women - Holes:10-18,36,38,137,9
Pacific Dunes Golf Club (NSW),Yellow Men - Holes:1-9,36,35.5,124,9
Pacific Dunes Golf Club (NSW),Yellow Men - Holes:10-18,36,36,131,9
Pacific Dunes Golf Club (NSW),Black Men,72,75,132,18
Pacific Dunes Golf Club (NSW),Blue Men,72,72,129,18
Pacific Dunes Golf Club (NSW),Red Women,72,75,135,18
Pacific Dunes Golf Club (NSW),Yellow Men,72,72,128,18
Palm Beach Golf Club Ltd (NSW),Blue Men - Holes:1-9,32,31,114,9
Palm Beach Golf Club Ltd (NSW),Blue Men - Holes:10-18,32,31,114,9
Palm Beach Golf Club Ltd (NSW),Red Women - Holes:1-9,32,32,113,9
Palm Beach Golf Club Ltd (NSW),Red Women - Holes:10-18,32,32,113,9
Palm Beach Golf Club Ltd (NSW),Blue Men,64,63,115,18
Palm Beach Golf Club Ltd (NSW),Red Women,64,65,114,18
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:1-18 1-9,35,35,129,9
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:1-9/19-27 1-9,35,35,129,9
Pambula-Merimbula Golf Club (NSW),Red Women - Course:1-18 1-9,35,36,121,9
Pambula-Merimbula Golf Club (NSW),Red Women - Course:1-9/19-27 1-9,35,36,122,9
Pambula-Merimbula Golf Club (NSW),White Men - Course:1-18 1-9,35,35,127,9
Pambula-Merimbula Golf Club (NSW),White Men - Course:1-9/19-27 1-9,35,35,127,9
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:1-18 10-18,36,36,136,9
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:10-27 1-9,36,36,136,9
Pambula-Merimbula Golf Club (NSW),Red Women - Course:1-18 10-18,36,37.5,131,9
Pambula-Merimbula Golf Club (NSW),Red Women - Course:10-27 1-9,36,37.5,131,9
Pambula-Merimbula Golf Club (NSW),White Men - Course:1-18 10-18,36,35.5,127,9
Pambula-Merimbula Golf Club (NSW),White Men - Course:10-27 1-9,36,35.5,127,9
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:1-9/19-27 10-18,37,37,140,9
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:10-27 10-18,37,37,140,9
Pambula-Merimbula Golf Club (NSW),Red Women - Course:1-9/19-27 10-18,37,38.5,131,9
Pambula-Merimbula Golf Club (NSW),Red Women - Course:10-27 10-18,37,38.5,131,9
Pambula-Merimbula Golf Club (NSW),White Men - Course:1-9/19-27 10-18,37,36.5,139,9
Pambula-Merimbula Golf Club (NSW),White Men - Course:10-27 10-18,37,36.5,139,9
Pambula-Merimbula Golf Club (NSW),Blue Men,71,71,133,18
Pambula-Merimbula Golf Club (NSW),Red Women - Course:1-18,71,73,126,18
Pambula-Merimbula Golf Club (NSW),White Men - Course:1-18,71,71,127,18
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:1-9/19-27,72,72,135,18
Pambula-Merimbula Golf Club (NSW),Red Women - Course:1-9/19-27,72,74,127,18
Pambula-Merimbula Golf Club (NSW),White Men - Course:1-9/19-27,72,72,133,18
Pambula-Merimbula Golf Club (NSW),Blue Men - Course:10-27,73,73,138,18
Pambula-Merimbula Golf Club (NSW),Red Women - Course:10-27,73,76,131,18
Pambula-Merimbula Golf Club (NSW),White Men - Course:10-27,73,72,133,18
Parkes Golf Club (NSW),Blue Men - Holes:1-9,35,35,111,9
Parkes Golf Club (NSW),Red Men - Holes:1-9,35,33.5,102,9
Parkes Golf Club (NSW),White Men - Holes:1-9,35,34.5,109,9
Parkes Golf Club (NSW),Yellow Men - Holes:1-9,35,32,97,9
Parkes Golf Club (NSW),Blue Men - Holes:10-18,36,36,116,9
Parkes Golf Club (NSW),Red Men - Holes:10-18,36,34,111,9
Parkes Golf Club (NSW),Red Women - Holes:1-9,36,35.5,114,9
Parkes Golf Club (NSW),White Men - Holes:10-18,36,35.5,114,9
Parkes Golf Club (NSW),Yellow Men - Holes:10-18,36,32.5,101,9
Parkes Golf Club (NSW),Yellow Women - Holes:1-9,36,34.5,109,9
Parkes Golf Club (NSW),Red Women - Holes:10-18,37,36.5,125,9
Parkes Golf Club (NSW),Yellow Women - Holes:10-18,37,34.5,114,9
Parkes Golf Club (NSW),Blue Men,71,71,120,18
Parkes Golf Club (NSW),Red Men,71,67,107,18
Parkes Golf Club (NSW),White Men,71,70,118,18
Parkes Golf Club (NSW),Yellow Men,71,65,99,18
Parkes Golf Club (NSW),Red Women,73,72,120,18
Parkes Golf Club (NSW),Yellow Women,73,69,112,18
Paterson Golf Club (NSW),Red Women - Holes:1-9,32,33,105,9
Paterson Golf Club (NSW),Red Women - Holes:10-18,32,32.5,106,9
Paterson Golf Club (NSW),White Men - Holes:1-9,32,31.5,110,9
Paterson Golf Club (NSW),White Men - Holes:10-18,32,32,112,9
Paterson Golf Club (NSW),Red Women,64,65,106,18
Paterson Golf Club (NSW),White Men,64,63,111,18
Peak Hill Golf Club Co-Operative Ltd (NSW),Red Women - Holes:1-9,35,35.5,113,9
Peak Hill Golf Club Co-Operative Ltd (NSW),White Men - Holes:1-9,35,34.5,110,9
Peak Hill Golf Club Co-Operative Ltd (NSW),White Men - Holes:10-18,35,35,110,9
Peak Hill Golf Club Co-Operative Ltd (NSW),Red Women - Holes:10-18,36,35.5,113,9
Peak Hill Golf Club Co-Operative Ltd (NSW),White Men,70,67,110,18
Peak Hill Golf Club Co-Operative Ltd (NSW),Red Women,71,68,113,18
Pennant Hills Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,136,9
Pennant Hills Golf Club (NSW),Gold Men - Holes:1-9,35,33.5,116,9
Pennant Hills Golf Club (NSW),Gold Men - Holes:10-18,35,32.5,114,9
Pennant Hills Golf Club (NSW),White Men - Holes:10-18,35,35,131,9
Pennant Hills Golf Club (NSW),Blue Men - Holes:1-9,36,36.5,130,9
Pennant Hills Golf Club (NSW),Red Women - Holes:10-18,36,37,140,9
Pennant Hills Golf Club (NSW),White Men - Holes:1-9,36,36,129,9
Pennant Hills Golf Club (NSW),Red Women - Holes:1-9,37,38,136,9
Pennant Hills Golf Club (NSW),Gold Men,70,66,115,18
Pennant Hills Golf Club (NSW),Men TEMP - Course:White,70,70,130,18
Pennant Hills Golf Club (NSW),Blue Men,71,72,133,18
Pennant Hills Golf Club (NSW),Gold Women,71,70,123,18
Pennant Hills Golf Club (NSW),Gold Women - Holes:1-9,71,36,122,18
Pennant Hills Golf Club (NSW),Gold Women - Holes:10-18,71,34,123,18
Pennant Hills Golf Club (NSW),White Men,71,71,130,18
Pennant Hills Golf Club (NSW),White Women,71,78,143,18
Pennant Hills Golf Club (NSW),Women TEMP,72,74,138,18
Pennant Hills Golf Club (NSW),Red Women,73,75,138,18
Penrith Golf & Recreation Club (NSW),Blue Men - Holes:1-9,36,37,124,9
Penrith Golf & Recreation Club (NSW),Blue Men - Holes:10-18,36,37,121,9
Penrith Golf & Recreation Club (NSW),Lime Women - Holes:10-18,36,36,123,9
Penrith Golf & Recreation Club (NSW),White Men - Holes:1-9,36,36,123,9
Penrith Golf & Recreation Club (NSW),White Men - Holes:10-18,36,36,117,9
Penrith Golf & Recreation Club (NSW),White/Red Men - Holes:1-9,36,35.5,123,9
Penrith Golf & Recreation Club (NSW),White/Red Men - Holes:10-18,36,35.5,114,9
Penrith Golf & Recreation Club (NSW),Lime Women - Holes:1-9,37,38,135,9
Penrith Golf & Recreation Club (NSW),Red Women - Holes:1-9,37,38,136,9
Penrith Golf & Recreation Club (NSW),Red Women - Holes:10-18,38,37,130,9
Penrith Golf & Recreation Club (NSW),Blue Men,72,74,123,18
Penrith Golf & Recreation Club (NSW),White Men,72,72,120,18
Penrith Golf & Recreation Club (NSW),White/Red Men,72,71,119,18
Penrith Golf & Recreation Club (NSW),Lime Women,73,74,129,18
Penrith Golf & Recreation Club (NSW),Red Women,75,75,133,18
Penrose Country Club (NSW),Blue Men - Holes:1-9,31,31,104,9
Penrose Country Club (NSW),Blue Men - Holes:10-18,31,31,104,9
Penrose Country Club (NSW),Red Women - Holes:1-9,31,32.5,103,9
Penrose Country Club (NSW),Red Women - Holes:10-18,31,32.5,103,9
Penrose Country Club (NSW),Blue Men,62,62,104,18
Penrose Country Club (NSW),Red Women,62,65,103,18
Port Kembla Golf Club (NSW),Blue Men - Holes:1-9,36,36.5,133,9
Port Kembla Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,145,9
Port Kembla Golf Club (NSW),Green Men - Holes:1-9,36,35.5,133,9
Port Kembla Golf Club (NSW),Green Men - Holes:10-18,36,34.5,137,9
Port Kembla Golf Club (NSW),White Men - Holes:1-9,36,36,134,9
Port Kembla Golf Club (NSW),White Men - Holes:10-18,36,35.5,140,9
Port Kembla Golf Club (NSW),Gold Women - Holes:1-9,37,36.5,129,9
Port Kembla Golf Club (NSW),Gold Women - Holes:10-18,37,36.5,135,9
Port Kembla Golf Club (NSW),Red Women - Holes:1-9,37,37.5,132,9
