Course,Tee,Par,Scr,Slope,Holes
Mendooran Golf Club (NSW),Red Women - Holes:10-18,35,35,110,9
Mendooran Golf Club (NSW),White Men - Holes:10-18,35,34,108,9
Mendooran Golf Club (NSW),Red Women,69,67,110,18
Mendooran Golf Club (NSW),White Men,69,66,108,18
Menindee Golf Club (NSW),Red Women - Holes:1-9,34,34.5,110,9
Menindee Golf Club (NSW),Red Women - Holes:10-18,34,35,110,9
Menindee Golf Club (NSW),White Men - Holes:1-9,34,34,107,9
Menindee Golf Club (NSW),White Men - Holes:10-18,34,34,107,9
Menindee Golf Club (NSW),White Men,68,65,107,18
Menindee Golf Club (NSW),Red Women,70,66,110,18
Merewether Golf Club (NSW),Blue Men - Holes:1-9,35,36,130,9
Merewether Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,141,9
Merewether Golf Club (NSW),Pink Women - Holes:1-9,35,34,125,9
Merewether Golf Club (NSW),White Men - Holes:1-9,35,35.5,128,9
Merewether Golf Club (NSW),White Men - Holes:10-18,35,35,137,9
Merewether Golf Club (NSW),Pink Women - Holes:10-18,36,33.5,121,9
Merewether Golf Club (NSW),Red Women - Holes:1-9,36,37.5,137,9
Merewether Golf Club (NSW),Red Women - Holes:10-18,36,36.5,137,9
Merewether Golf Club (NSW),Blue Men,70,71,136,18
Merewether Golf Club (NSW),White Men,70,70,133,18
Merewether Golf Club (NSW),Pink Women,71,68,123,18
Merewether Golf Club (NSW),Red Women,72,74,137,18
Merriwa Golf Club (NSW),Blue Men - Holes:1-9,36,35,113,9
Merriwa Golf Club (NSW),Blue Men - Holes:10-18,36,35,113,9
Merriwa Golf Club (NSW),Red Women - Holes:1-9,36,35,116,9
Merriwa Golf Club (NSW),Red Women - Holes:10-18,36,35,116,9
Merriwa Golf Club (NSW),Blue Men,72,70,113,18
Merriwa Golf Club (NSW),Red Women,72,70,116,18
Mollymook Golf Club Ltd (NSW),Blue Men - Course:Beachside 1-9,33,31,107,9
Mollymook Golf Club Ltd (NSW),Blue Men - Course:Beachside 10-18,33,31,107,9
Mollymook Golf Club Ltd (NSW),Red Women - Course:Beachside 1-9,33,32,106,9
Mollymook Golf Club Ltd (NSW),Red Women - Course:Beachside 10-18,33,32,106,9
Mollymook Golf Club Ltd (NSW),Blue Men - Course:Hilltop 1-9,36,37.5,136,9
Mollymook Golf Club Ltd (NSW),Blue Men - Course:Hilltop 10-18,36,37,137,9
Mollymook Golf Club Ltd (NSW),Purple Women - Course:Hilltop 10-18,36,35.5,127,9
Mollymook Golf Club Ltd (NSW),Red Women - Course:Hilltop 10-18,36,37,133,9
Mollymook Golf Club Ltd (NSW),White Men - Course:Hilltop 1-9,36,36.5,128,9
Mollymook Golf Club Ltd (NSW),White Men - Course:Hilltop 10-18,36,36,139,9
Mollymook Golf Club Ltd (NSW),Yellow Men - Course:Hilltop 1-9,36,36,119,9
Mollymook Golf Club Ltd (NSW),Yellow Men - Course:Hilltop 10-18,36,35,133,9
Mollymook Golf Club Ltd (NSW),Purple Women - Course:Hilltop 1-9,37,36.5,124,9
Mollymook Golf Club Ltd (NSW),Red Women - Course:Hilltop 1-9,37,38,128,9
Mollymook Golf Club Ltd (NSW),Blue Men - Course:Beachside,66,62,107,18
Mollymook Golf Club Ltd (NSW),Red Women - Course:Beachside,66,64,106,18
Mollymook Golf Club Ltd (NSW),Blue Men,72,74,137,18
Mollymook Golf Club Ltd (NSW),White Men - Course:Hilltop,72,73,134,18
Mollymook Golf Club Ltd (NSW),Yellow Men - Course:Hilltop,72,71,126,18
Mollymook Golf Club Ltd (NSW),Purple Women - Course:Hilltop,73,72,126,18
Mollymook Golf Club Ltd (NSW),Red Women - Course:Hilltop,73,75,131,18
Molong Golf Club (NSW),Blue Men - Holes:1-9,34,33,105,9
Molong Golf Club (NSW),Blue Men - Holes:10-18,34,33,107,9
Molong Golf Club (NSW),Red Women - Holes:1-9,35,35.5,113,9
Molong Golf Club (NSW),Red Women - Holes:10-18,35,35.5,113,9
Molong Golf Club (NSW),Blue Men,68,66,106,18
Molong Golf Club (NSW),Red Women,70,68,113,18
Mona Vale Golf Club Ltd (NSW),Black Men - Holes:1-9,36,36,132,9
Mona Vale Golf Club Ltd (NSW),Black Men - Holes:10-18,36,36.5,137,9
Mona Vale Golf Club Ltd (NSW),Blue Men - Holes:1-9,36,35,126,9
Mona Vale Golf Club Ltd (NSW),Blue Men - Holes:10-18,36,36,136,9
Mona Vale Golf Club Ltd (NSW),Red Women - Holes:1-9,36,37,122,9
Mona Vale Golf Club Ltd (NSW),White Men - Holes:1-9,36,35,127,9
Mona Vale Golf Club Ltd (NSW),White Men - Holes:10-18,36,35.5,132,9
Mona Vale Golf Club Ltd (NSW),Yellow Women - Holes:1-9,36,36,125,9
Mona Vale Golf Club Ltd (NSW),Red Women - Holes:10-18,37,37.5,132,9
Mona Vale Golf Club Ltd (NSW),Yellow Women - Holes:10-18,37,36.5,126,9
Mona Vale Golf Club Ltd (NSW),Black Mens Temp,71,71,132,18
Mona Vale Golf Club Ltd (NSW),Blue Mens Temp,71,70,128,18
Mona Vale Golf Club Ltd (NSW),White Mens Temp,71,69,128,18
Mona Vale Golf Club Ltd (NSW),Black Men,72,73,135,18
Mona Vale Golf Club Ltd (NSW),Blue Men,72,71,131,18
Mona Vale Golf Club Ltd (NSW),Red Women Temp,72,73,124,18
Mona Vale Golf Club Ltd (NSW),White Men,72,70,130,18
Mona Vale Golf Club Ltd (NSW),Red Women,73,75,127,18
Mona Vale Golf Club Ltd (NSW),Yellow Women,73,73,126,18
Monash Country Club (NSW),Blue Men - Holes:1-9,36,36.5,144,9
Monash Country Club (NSW),Blue Men - Holes:10-18,36,36.5,136,9
Monash Country Club (NSW),Jade Women - Holes:1-9,36,35.5,126,9
Monash Country Club (NSW),Navy Men - Holes:1-9,36,36,133,9
Monash Country Club (NSW),Navy Men - Holes:10-18,36,36,139,9
Monash Country Club (NSW),Red Women - Holes:1-9,36,37,135,9
Monash Country Club (NSW),White Men - Holes:1-9,36,35.5,132,9
Monash Country Club (NSW),White Men - Holes:10-18,36,35.5,138,9
Monash Country Club (NSW),White Women - Holes:1-9,36,38.5,147,9
Monash Country Club (NSW),Yellow Men - Holes:1-9,36,34.5,130,9
Monash Country Club (NSW),Yellow Men - Holes:10-18,36,35.5,138,9
Monash Country Club (NSW),Jade Women - Holes:10-18,37,36.5,123,9
Monash Country Club (NSW),Red Women - Holes:10-18,37,37,137,9
Monash Country Club (NSW),White Women - Holes:10-18,37,39,145,9
Monash Country Club (NSW),Men Temp,71,72,137,18
Monash Country Club (NSW),Men Temp - Course:Navy,71,70,133,18
Monash Country Club (NSW),Men Temp - Course:White,71,70,132,18
Monash Country Club (NSW),Women Temp - Course:Jade,71,70,122,18
Monash Country Club (NSW),Women Temp - Course:Red,71,73,133,18
Monash Country Club (NSW),Blue Men,72,73,140,18
Monash Country Club (NSW),Navy Men,72,72,136,18
Monash Country Club (NSW),White Men,72,71,135,18
Monash Country Club (NSW),Yellow Men,72,70,134,18
Monash Country Club (NSW),Jade Women,73,72,125,18
Monash Country Club (NSW),Red Women,73,74,136,18
Monash Country Club (NSW),White Women,73,78,146,18
Monash Country Club (NSW),Women Temp - Course:Modified Jade,73,73,127,18
Moore Park Golf Club (NSW),Blue Men - Holes:1-9,35,35,118,9
Moore Park Golf Club (NSW),Blue Men - Holes:10-18,35,35,113,9
Moore Park Golf Club (NSW),Gold Men - Holes:1-9,35,33.5,104,9
Moore Park Golf Club (NSW),Gold Men - Holes:10-18,35,33,109,9
Moore Park Golf Club (NSW),Red Women - Holes:1-9,35,35.5,115,9
Moore Park Golf Club (NSW),Red Women - Holes:10-18,35,36,116,9
Moore Park Golf Club (NSW),White Men - Holes:1-9,35,34.5,113,9
Moore Park Golf Club (NSW),White Men - Holes:10-18,35,34.5,115,9
Moore Park Golf Club (NSW),Blue Men,70,70,116,18
Moore Park Golf Club (NSW),Gold Men,70,67,107,18
Moore Park Golf Club (NSW),Red Women,70,72,116,18
Moore Park Golf Club (NSW),White Men,70,69,114,18
Moree Golf Club Ltd (NSW),White Men - Holes:1-9,36,36,126,9
Moree Golf Club Ltd (NSW),White Men - Holes:10-18,36,36,119,9
Moree Golf Club Ltd (NSW),Red Women - Holes:1-9,37,38,132,9
Moree Golf Club Ltd (NSW),Red Women - Holes:10-18,37,37,128,9
Moree Golf Club Ltd (NSW),White Men,72,72,123,18
Moree Golf Club Ltd (NSW),Red Women,74,75,130,18
Morisset Country Club (NSW),Blue Men - Holes:1-9,36,36,127,9
Morisset Country Club (NSW),Blue Men - Holes:10-18,36,36.5,131,9
Morisset Country Club (NSW),Red Women - Holes:1-9,36,36,119,9
Morisset Country Club (NSW),Red Women - Holes:10-18,36,36.5,114,9
Morisset Country Club (NSW),White Men - Holes:1-9,36,35.5,125,9
Morisset Country Club (NSW),White Men - Holes:10-18,36,35.5,126,9
Morisset Country Club (NSW),Yellow Men - Holes:1-9,36,34.5,114,9
Morisset Country Club (NSW),Yellow Men - Holes:10-18,36,34.5,119,9
Morisset Country Club (NSW),Blue Men,72,72,129,18
Morisset Country Club (NSW),Red Women,72,72,117,18
Morisset Country Club (NSW),White Men,72,71,126,18
Morisset Country Club (NSW),Yellow Men,72,69,117,18
Moruya Golf Club (NSW),Black Men - Holes:10-18,35,34,116,9
Moruya Golf Club (NSW),Blue Men - Holes:10-18,35,35,123,9
Moruya Golf Club (NSW),White Men - Holes:10-18,35,35,118,9
Moruya Golf Club (NSW),Black Men - Holes:1-9,36,35,124,9
Moruya Golf Club (NSW),Blue Men - Holes:1-9,36,37,129,9
Moruya Golf Club (NSW),Red Women - Holes:10-18,36,36.5,123,9
Moruya Golf Club (NSW),White Men - Holes:1-9,36,36.5,126,9
Moruya Golf Club (NSW),Yellow Women - Holes:10-18,36,36.5,117,9
Moruya Golf Club (NSW),Red Women - Holes:1-9,37,37.5,137,9
Moruya Golf Club (NSW),Yellow Women - Holes:1-9,37,37.5,129,9
Moruya Golf Club (NSW),Black Men,71,69,120,18
Moruya Golf Club (NSW),Blue Men,71,72,126,18
Moruya Golf Club (NSW),White Men,71,71,122,18
Moruya Golf Club (NSW),Red Women,73,74,130,18
Moruya Golf Club (NSW),Yellow Women,73,74,123,18
Moss Vale Golf Club (NSW),Red Men - Holes:10-18,34,33.5,118,9
Moss Vale Golf Club (NSW),Yellow Men - Holes:10-18,34,31.5,99,9
Moss Vale Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,128,9
Moss Vale Golf Club (NSW),Yellow Men - Holes:1-9,35,31.5,101,9
Moss Vale Golf Club (NSW),Blue Men - Holes:1-9,36,35,127,9
Moss Vale Golf Club (NSW),Red Men - Holes:1-9,36,34.5,121,9
Moss Vale Golf Club (NSW),Red Women - Holes:10-18,36,36,118,9
Moss Vale Golf Club (NSW),Yellow Women - Holes:1-9,36,33.5,120,9
Moss Vale Golf Club (NSW),Yellow Women - Holes:10-18,36,33,116,9
Moss Vale Golf Club (NSW),Red Women - Holes:1-9,37,37,134,9
Moss Vale Golf Club (NSW),Yellow Men,69,63,100,18
Moss Vale Golf Club (NSW),Men TEMP,70,69,123,18
Moss Vale Golf Club (NSW),Red Men,70,68,120,18
Moss Vale Golf Club (NSW),Blue Men,71,71,128,18
Moss Vale Golf Club (NSW),Women TEMP - Course:Red,71,71,123,18
Moss Vale Golf Club (NSW),Yellow Women,72,67,118,18
Moss Vale Golf Club (NSW),Red Women,73,73,126,18
Mt Broughton Golf Club (NSW),Black Men - Holes:1-9,36,37,125,9
Mt Broughton Golf Club (NSW),Black Men - Holes:10-18,36,37.5,127,9
Mt Broughton Golf Club (NSW),Blue Men - Holes:1-9,36,36,126,9
Mt Broughton Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,117,9
Mt Broughton Golf Club (NSW),Red Women - Holes:1-9,36,36,131,9
Mt Broughton Golf Club (NSW),Red Women - Holes:10-18,36,37,126,9
Mt Broughton Golf Club (NSW),White Men - Holes:1-9,36,34.5,116,9
Mt Broughton Golf Club (NSW),White Men - Holes:10-18,36,35.5,123,9
Mt Broughton Golf Club (NSW),Black Men,72,74,126,18
Mt Broughton Golf Club (NSW),Blue Men,72,72,122,18
Mt Broughton Golf Club (NSW),Red Women,72,73,129,18
Mt Broughton Golf Club (NSW),White Men,72,70,120,18
Mudgee Golf Club (NSW),Black Men - Holes:10 - 18,35,35.5,122,9
Mudgee Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,121,9
Mudgee Golf Club (NSW),Green Men - Holes:10-18,35,31,91,9
Mudgee Golf Club (NSW),Green Women - Holes:10-18,35,33,106,9
Mudgee Golf Club (NSW),Red Men - Holes:10-18,35,33,114,9
Mudgee Golf Club (NSW),Red Women - Holes:10-18,35,35.5,117,9
Mudgee Golf Club (NSW),Black Men - Holes:1-9,36,36.5,125,9
Mudgee Golf Club (NSW),Blue Men - Holes:1-9,36,36,125,9
Mudgee Golf Club (NSW),Green Men - Holes:1-9,36,31,95,9
Mudgee Golf Club (NSW),Green Women - Holes:1-9,36,33,106,9
Mudgee Golf Club (NSW),Red Men - Holes:1-9,36,34.5,116,9
Mudgee Golf Club (NSW),Red Women - Holes:1-9,36,37,119,9
Mudgee Golf Club (NSW),Black Men,71,72,124,18
Mudgee Golf Club (NSW),Blue Men,71,71,123,18
Mudgee Golf Club (NSW),Green Men,71,62,93,18
Mudgee Golf Club (NSW),Green Women,71,66,106,18
Mudgee Golf Club (NSW),Men Temp - Course:Blue,71,70,120,18
Mudgee Golf Club (NSW),Red Men,71,67,115,18
Mudgee Golf Club (NSW),Red Women,71,72,118,18
Mudgee Golf Club (NSW),Women Temp,71,71,114,18
Muirfield Golf Club (NSW),Blue Men - Holes:1-9,34,34,121,9
Muirfield Golf Club (NSW),Green Men - Holes:1-9,34,32.5,112,9
Muirfield Golf Club (NSW),White Men - Holes:1-9,34,33.5,115,9
Muirfield Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,118,9
Muirfield Golf Club (NSW),Green Men - Holes:10-18,35,33.5,118,9
Muirfield Golf Club (NSW),Green Women - Holes:1-9,35,35.5,122,9
Muirfield Golf Club (NSW),Red Women - Holes:1-9,35,35.5,123,9
Muirfield Golf Club (NSW),White Men - Holes:10-18,35,34.5,122,9
Muirfield Golf Club (NSW),Yellow Women - Holes:1-9,35,35,116,9
Muirfield Golf Club (NSW),Yellow Women - Holes:10-18,35,35.5,121,9
Muirfield Golf Club (NSW),Green Women - Holes:10-18,37,36.5,124,9
Muirfield Golf Club (NSW),Red Women - Holes:10-18,37,37,127,9
Muirfield Golf Club (NSW),Men Temp - Course:Blue,68,68,116,18
Muirfield Golf Club (NSW),Men Temp - Course:White,68,68,118,18
Muirfield Golf Club (NSW),Blue Men,69,70,120,18
Muirfield Golf Club (NSW),White Men,69,68,119,18
Muirfield Golf Club (NSW),Women Temp - Course:Red,70,72,124,18
Muirfield Golf Club (NSW),Yellow Women,70,70,119,18
Muirfield Golf Club (NSW),Green Men,71,66,115,18
Muirfield Golf Club (NSW),Green Women,72,72,123,18
Muirfield Golf Club (NSW),Red Women,72,73,125,18
Mullumbimby Golf Club (NSW),Blue Men - Holes:1-9,35,35.5,126,9
Mullumbimby Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,128,9
Mullumbimby Golf Club (NSW),Purple Women - Holes:1-9,35,34,116,9
Mullumbimby Golf Club (NSW),Purple Women - Holes:10-18,35,34.5,106,9
Mullumbimby Golf Club (NSW),Red Women - Holes:10-18,35,35.5,119,9
Mullumbimby Golf Club (NSW),White Men - Holes:1-9,35,35,126,9
Mullumbimby Golf Club (NSW),White Men - Holes:10-18,35,35,123,9
Mullumbimby Golf Club (NSW),Red Women - Holes:1-9,36,36,121,9
Mullumbimby Golf Club (NSW),Blue Men,70,71,127,18
Mullumbimby Golf Club (NSW),White Men,70,70,125,18
Mullumbimby Golf Club (NSW),Women Back 9 x 2 - Course:Red,70,71,119,18
Mullumbimby Golf Club (NSW),Purple Women,71,68,111,18
Mullumbimby Golf Club (NSW),Red Women,71,71,120,18
Mullumbimby Golf Club (NSW),Women Front 9 x 2,72,72,121,18
Mungindi Golf Club (NSW),White Men,70,65,103,18
Mungindi Golf Club (NSW),Red Women,72,68,110,18
Muree Golf Club (NSW),Blue Men - Holes:1-9,35,35,121,9
Muree Golf Club (NSW),Red Women - Holes:1-9,35,36,123,9
Muree Golf Club (NSW),Blue Men - Holes:10-18,36,36,138,9
Muree Golf Club (NSW),Red Women - Holes:10-18,37,37,134,9
Muree Golf Club (NSW),Blue Men,71,71,130,18
Muree Golf Club (NSW),Red Women,72,73,129,18
Murrurundi Golf Club (NSW),White/Blue Men - Holes:1-9,34,33,104,9
Murrurundi Golf Club (NSW),White/Blue Men - Holes:10-18,34,33.5,104,9
Murrurundi Golf Club (NSW),Red/White Women - Holes:1-9,35,35.5,114,9
Murrurundi Golf Club (NSW),Red/White Women - Holes:10-18,35,35.5,114,9
Murrurundi Golf Club (NSW),White/Blue Men,68,67,104,18
Murrurundi Golf Club (NSW),Red/White Women,70,69,114,18
Murwillumbah Golf Club (NSW),Blue Men - Holes:1-9,35,36.5,130,9
Murwillumbah Golf Club (NSW),Red Women - Holes:1-9,35,37,131,9
Murwillumbah Golf Club (NSW),White Men - Holes:1-9,35,35.5,121,9
Murwillumbah Golf Club (NSW),Blue Men - Holes:10-18,36,37,128,9
Murwillumbah Golf Club (NSW),Red Flood Women - Holes:1-9,36,37.5,134,9
Murwillumbah Golf Club (NSW),Red Flood Women - Holes:10-18,36,37.5,134,9
Murwillumbah Golf Club (NSW),Red Women - Holes:10-18,36,37.5,131,9
Murwillumbah Golf Club (NSW),White Flood Men - Holes:1-9,36,36,124,9
Murwillumbah Golf Club (NSW),White Flood Men - Holes:10-18,36,36,124,9
Murwillumbah Golf Club (NSW),White Men - Holes:10-18,36,36,126,9
Murwillumbah Golf Club (NSW),Blue Men,71,73,129,18
Murwillumbah Golf Club (NSW),Red Women,71,74,131,18
Murwillumbah Golf Club (NSW),White Men,71,72,124,18
Murwillumbah Golf Club (NSW),Red Flood Women,72,75,134,18
Murwillumbah Golf Club (NSW),White Flood Men,72,72,124,18
Muswellbrook Golf Club (NSW),Blue Men - Holes:1-9,36,36.5,135,9
Muswellbrook Golf Club (NSW),Blue Men - Holes:10-18,36,35.5,124,9
Muswellbrook Golf Club (NSW),Orange Women - Holes:1-9,36,36,122,9
Muswellbrook Golf Club (NSW),Orange Women - Holes:10-18,36,35,116,9
Muswellbrook Golf Club (NSW),Red Women - Holes:1-9,36,37,126,9
Muswellbrook Golf Club (NSW),Red Women - Holes:10-18,36,35,124,9
Muswellbrook Golf Club (NSW),White Men - Holes:1-9,36,35.5,128,9
Muswellbrook Golf Club (NSW),White Men - Holes:10-18,36,35,128,9
Muswellbrook Golf Club (NSW),Yellow Men - Holes:1-9,36,34.5,115,9
Muswellbrook Golf Club (NSW),Yellow Men - Holes:10-18,36,33,101,9
Muswellbrook Golf Club (NSW),Blue Men,72,72,130,18
Muswellbrook Golf Club (NSW),Orange Women,72,71,119,18
Muswellbrook Golf Club (NSW),Red Women,72,72,125,18
Muswellbrook Golf Club (NSW),White Men,72,71,128,18
Muswellbrook Golf Club (NSW),Yellow Men,72,67,108,18
Nambucca Heads Island Golf Club (NSW),Blue Men - Holes:10-18,34,34.5,126,9
Nambucca Heads Island Golf Club (NSW),Blue Men - Holes:1-9,35,35.5,124,9
Nambucca Heads Island Golf Club (NSW),Red Women - Holes:1-9,35,37,129,9
Nambucca Heads Island Golf Club (NSW),Red Women - Holes:10-18,35,36,135,9
Nambucca Heads Island Golf Club (NSW),Blue Men,69,70,125,18
Nambucca Heads Island Golf Club (NSW),Red Women,70,73,132,18
Narooma Golf Club (NSW),Yellow Women - Holes:10-18,34,34,124,9
Narooma Golf Club (NSW),Black Men - Holes:1-9,35,33.5,121,9
Narooma Golf Club (NSW),Pink Women - Holes:1-9,35,38.5,145,9
Narooma Golf Club (NSW),White Men - Holes:1-9,35,36,132,9
Narooma Golf Club (NSW),Yellow Women - Holes:1-9,35,34,124,9
Narooma Golf Club (NSW),Red Women - Holes:1-9,36,36,131,9
Narooma Golf Club (NSW),White Men - Holes:Temp 1-9,36,36.5,131,9
Narooma Golf Club (NSW),Black Men - Holes:10-18,37,35,126,9
Narooma Golf Club (NSW),Pink Women - Holes:10-18,37,39.5,151,9
Narooma Golf Club (NSW),Red Women - Holes:Temp 1-9,37,37,143,9
Narooma Golf Club (NSW),White Men - Holes:10-18,37,36.5,143,9
Narooma Golf Club (NSW),Red Women - Holes:10-18,38,37.5,135,9
Narooma Golf Club (NSW),Yellow Women,69,68,124,18
Narooma Golf Club (NSW),Black Men,72,69,124,18
Narooma Golf Club (NSW),Men Temp,72,73,131,18
Narooma Golf Club (NSW),Pink Women,72,78,148,18
Narooma Golf Club (NSW),White Men,72,72,138,18
Narooma Golf Club (NSW),Red Women,74,74,133,18
Narooma Golf Club (NSW),Women Temp - Course:Red,74,74,143,18
Narrabri Golf Club (NSW),White Men - Holes:10-18,35,35.5,116,9
Narrabri Golf Club (NSW),Red Women - Holes:1-9,36,36.5,118,9
Narrabri Golf Club (NSW),Red Women - Holes:10-18,36,36.5,119,9
Narrabri Golf Club (NSW),White Men - Holes:1-9,36,35.5,126,9
Narrabri Golf Club (NSW),White Men,71,71,121,18
Narrabri Golf Club (NSW),Red Women,72,73,119,18
Narrandera Golf Club (NSW),Red Women - Holes:1-9,35,35,109,9
Narrandera Golf Club (NSW),White Men - Holes:1-9,35,34,113,9
Narrandera Golf Club (NSW),White Men - Holes:10-18,35,36,112,9
Narrandera Golf Club (NSW),Red Women - Holes:10-18,37,37,120,9
Narrandera Golf Club (NSW),White Men,70,70,113,18
Narrandera Golf Club (NSW),Red Women,72,72,115,18
Narromine Golf Club (NSW),Red Women - Holes:1-9,35,35,112,9
Narromine Golf Club (NSW),White Men - Holes:1-9,35,34.5,109,9
Narromine Golf Club (NSW),White Men - Holes:10-18,35,34.5,109,9
Narromine Golf Club (NSW),Red Women - Holes:10-18,36,35.5,112,9
Narromine Golf Club (NSW),White Men,70,67,109,18
Narromine Golf Club (NSW),Red Women,71,69,112,18
Nelson Bay Golf Club (NSW),Black Men - Course:Brush Box 1-9,36,35.5,128,9
Nelson Bay Golf Club (NSW),Black Men - Course:Brush Box 10-18,36,36,135,9
Nelson Bay Golf Club (NSW),Black Men - Course:Gymea Lily 1-9,36,36,135,9
Nelson Bay Golf Club (NSW),Black Men - Course:Gymea Lily 10-18,36,36,132,9
Nelson Bay Golf Club (NSW),Black Men - Course:Xmas Bush 1-9,36,36,133,9
Nelson Bay Golf Club (NSW),Black Men - Course:Xmas Bush 10-18,36,35.5,128,9
Nelson Bay Golf Club (NSW),Blue Men - Course:Brush Box 1-9,36,35,126,9
Nelson Bay Golf Club (NSW),Blue Men - Course:Brush Box 10-18,36,35.5,133,9
Nelson Bay Golf Club (NSW),Blue Men - Course:Gymea Lily 1-9,36,35.5,133,9
Nelson Bay Golf Club (NSW),Blue Men - Course:Gymea Lily 10-18,36,35.5,132,9
Nelson Bay Golf Club (NSW),Blue Men - Course:Xmas Bush 1-9,36,35.5,132,9
Nelson Bay Golf Club (NSW),Blue Men - Course:Xmas Bush 10-18,36,35,126,9
Nelson Bay Golf Club (NSW),Purple Women - Course:Brush Box 1-9,36,36,122,9
Nelson Bay Golf Club (NSW),Purple Women - Course:Brush Box 10-18,36,36,118,9
Nelson Bay Golf Club (NSW),Purple Women - Course:Gymea Lil 1-9,36,36,118,9
Nelson Bay Golf Club (NSW),Purple Women - Course:Gymea Lil 10-18,36,37,127,9
Nelson Bay Golf Club (NSW),Purple Women - Course:Xmas Bush 1-9,36,36.5,124,9
Nelson Bay Golf Club (NSW),Purple Women - Course:Xmas Bush 10-18,36,36.5,126,9
Nelson Bay Golf Club (NSW),Red Women - Course:Brush Box 1-9,36,36.5,126,9
Nelson Bay Golf Club (NSW),Red Women - Course:Brush Box 10-18,36,36.5,125,9
Nelson Bay Golf Club (NSW),Red Women - Course:Gymea Lily 1-9,36,36.5,126,9
Nelson Bay Golf Club (NSW),Red Women - Course:Gymea Lily 10-18,36,37,129,9
Nelson Bay Golf Club (NSW),Red Women - Course:Xmas Bush 1-9,36,37,129,9
Nelson Bay Golf Club (NSW),Red Women - Course:Xmas Bush 10-18,36,36.5,126,9
Nelson Bay Golf Club (NSW),White Men - Course:Brush Box 1-9,36,34.5,124,9
Nelson Bay Golf Club (NSW),White Men - Course:Brush Box 10-18,36,35,130,9
Nelson Bay Golf Club (NSW),White Men - Course:Gymea Lily 1-9,36,35,130,9
Nelson Bay Golf Club (NSW),White Men - Course:Gymea Lily 10-18,36,35.5,129,9
Nelson Bay Golf Club (NSW),White Men - Course:Xmas Bush 1-9,36,35.5,129,9
Nelson Bay Golf Club (NSW),White Men - Course:Xmas Bush 10-18,36,34.5,124,9
Nelson Bay Golf Club (NSW),Black Men - Course:Brush Box TEM,71,71,130,18
Nelson Bay Golf Club (NSW),Black Men - Course:Gymea Lily TE,71,71,132,18
Nelson Bay Golf Club (NSW),Blue Men - Course:Brush Box TEMP,71,70,128,18
Nelson Bay Golf Club (NSW),Blue Men - Course:Gymea Lily TEM,71,70,131,18
Nelson Bay Golf Club (NSW),Purple Women - Course:Brush Box,71,71,118,18
Nelson Bay Golf Club (NSW),Purple Women - Course:Gymea Lily,71,72,121,18
Nelson Bay Golf Club (NSW),Red Women - Course:Brush Box TEM,71,72,124,18
Nelson Bay Golf Club (NSW),Red Women - Course:Gymea Lily TE,71,73,126,18
Nelson Bay Golf Club (NSW),White Men - Course:Brush Box TEM,71,69,125,18
Nelson Bay Golf Club (NSW),White Men - Course:Gymea Lily TE,71,70,128,18
Nelson Bay Golf Club (NSW),Black Men - Course:Brush Box,72,71,132,18
Nelson Bay Golf Club (NSW),Black Men - Course:Gymea Lily,72,72,134,18
Nelson Bay Golf Club (NSW),Black Men - Course:Xmas Bush,72,71,131,18
Nelson Bay Golf Club (NSW),Blue Men - Course:Brush Box,72,70,130,18
Nelson Bay Golf Club (NSW),Blue Men - Course:Gymea Lily,72,71,133,18
Nelson Bay Golf Club (NSW),Blue Men - Course:Xmas Bush,72,71,129,18
Nelson Bay Golf Club (NSW),Purple Women - Course:Brush Box,72,72,120,18
Nelson Bay Golf Club (NSW),Purple Women - Course:Gymea Lily,72,73,123,18
Nelson Bay Golf Club (NSW),Purple Women - Course:Xmas Bush,72,73,125,18
Nelson Bay Golf Club (NSW),Red Women,72,74,128,18
Nelson Bay Golf Club (NSW),Red Women - Course:Brush Box,72,73,126,18
Nelson Bay Golf Club (NSW),Red Women - Course:Xmas Bush,72,74,128,18
Nelson Bay Golf Club (NSW),White Men - Course:Brush Box,72,69,127,18
Nelson Bay Golf Club (NSW),White Men - Course:Gymea Lily,72,70,130,18
Nelson Bay Golf Club (NSW),White Men - Course:Xmas Bush,72,70,127,18
New Brighton Golf Club (NSW),Black Men - Holes:1-9,35,35,125,9
New Brighton Golf Club (NSW),Blue Men - Holes:1-9,35,34.5,125,9
New Brighton Golf Club (NSW),Black Men - Holes:10-18,36,36,128,9
New Brighton Golf Club (NSW),Blue Men - Holes:10-18,36,35.5,126,9
New Brighton Golf Club (NSW),Gold Women - Holes:1-9,36,35.5,127,9
New Brighton Golf Club (NSW),Red Women - Holes:1-9,36,36.5,130,9
New Brighton Golf Club (NSW),Gold Women - Holes:10-18,37,36.5,128,9
New Brighton Golf Club (NSW),Red Women - Holes:10-18,37,37,131,9
New Brighton Golf Club (NSW),Women Temp - Course:Gold,63,64,111,18
New Brighton Golf Club (NSW),Men TEMP - Course:Black,70,68,120,18
New Brighton Golf Club (NSW),Women TEMP - Course:Red,70,70,125,18
